Frame,Luminance value,base line
4112,169.5801467,
4113,169.5695162,
4114,169.6545651,
4115,169.9206356,
4116,169.8935225,
4117,169.8943253,
4118,169.4905295,
4119,169.6729953,
4120,169.6451485,
4121,169.587539,
4122,169.4342935,
4123,169.4509333,
4124,169.5146507,
4125,169.3975912,
4126,169.0805983,
4127,169.0608102,
4128,168.8271636,
4129,168.8272449,
4130,168.482953,
4131,168.5420958,
4132,168.2299423,
4133,168.0245509,
4134,167.6259258,
4135,167.7283194,
4136,167.612024,
4137,167.4082345,
4138,167.048538,
4139,166.5760356,
4140,166.9449428,
4141,166.9464691,
4142,166.723067,
4143,166.3679395,
4144,166.4416569,
4145,166.2517624,
4146,166.1382539,
4147,166.1353748,
4148,166.3572756,
4149,166.3502692,
4150,166.3431508,
4151,165.8287673,
4152,166.6222847,
4153,166.6230984,
4154,166.8722848,
4155,167.0407388,
4156,167.5026692,
4157,167.5350215,
4158,167.0887486,
4159,167.0901031,
4160,167.3811729,
4161,167.534831,
4162,167.4221936,
4163,167.1494657,
4164,167.4580523,
4165,167.4663517,
4166,167.3494485,
4167,167.2461022,
4168,167.144208,
4169,167.6749203,
4170,167.9537622,
4171,167.9723518,
4172,168.0253428,
4173,168.5886644,
4174,169.1459795,
4175,169.2153063,
4176,169.6695426,
4177,169.6539013,
4178,170.0248235,
4179,170.3409741,
4180,170.6597259,
4181,170.6686883,
4182,170.5567151,
4183,170.5562654,
4184,170.9675594,
4185,171.2188516,
4186,171.4265891,
4187,171.4748541,
4188,171.7122401,
4189,171.7294368,
4190,171.8186727,
4191,171.5849815,
4192,171.6031189,
4193,171.707724,
4194,171.4993989,
4195,171.4924919,
4196,171.2439457,
4197,171.1317416,
4198,171.4532762,
4199,171.5050879,
4200,171.2706355,
4201,171.2705834,
4202,171.6825894,
4203,171.902191,
4204,172.0105802,
4205,172.0262177,
4206,172.424855,
4207,172.425932,
4208,172.8079015,
4209,172.9176439,
4210,173.6496287,
4211,173.9386022,
4212,174.0166734,
4213,174.0167762,
4214,174.6389025,
4215,175.0748981,
4216,175.2973104,
4217,175.1658174,
4218,175.520892,
4219,175.5205157,
4220,175.671271,
4221,175.5748225,
4222,176.071299,
4223,176.332702,
4224,176.2811317,
4225,176.2810243,
4226,176.2012598,
4227,176.6644547,
4228,176.9614462,
4229,177.05123,
4230,177.1296354,
4231,177.1242827,
4232,177.4071801,
4233,177.4829562,
4234,177.3270564,
4235,177.5856527,
4236,177.5344648,
4237,177.5354569,
4238,177.4758315,
4239,177.84194,
4240,178.1535578,
4241,178.3688696,
4242,178.5803693,
4243,178.5886349,
4244,179.0213463,
4245,179.313257,
4246,179.4198039,
4247,179.8943526,
4248,180.2360157,
4249,180.2351777,
4250,180.4061454,
4251,180.9736697,
4252,181.3406626,
4253,181.609302,
4254,181.7528997,
4255,181.6657647,
4256,182.1954909,
4257,182.5292959,
4258,182.953527,
4259,183.0042923,
4260,183.4569791,
4261,183.4569092,
4262,183.7703984,
4263,183.6330817,
4264,183.8761022,
4265,184.0097994,
4266,183.8368418,
4267,183.8364427,
4268,184.2292538,
4269,184.5062392,
4270,184.539058,
4271,184.5612689,
4272,185.0065081,
4273,185.007064,
4274,185.0563677,
4275,184.96363,
4276,185.2736973,
4277,185.4303878,
4278,185.273294,
4279,185.2730866,
4280,185.6672398,
4281,185.9194301,
4282,186.0541715,
4283,185.8924985,
4284,185.7005494,
4285,185.7041106,
4286,185.908005,
4287,185.8796998,
4288,185.5084192,
4289,186.0092238,
4290,185.7490392,
4291,185.5282322,
4292,184.9293106,
4293,184.2386975,
4294,183.2571967,
4295,182.2268834,
4296,181.7458828,
4297,181.118049,
4298,180.5233053,
4299,179.5838456,
4300,178.9310846,
4301,178.2777754,
4302,177.8238653,
4303,177.4552929,
4304,177.2279625,
4305,177.1945516,
4306,177.2501686,
4307,177.0531129,
4308,177.0699285,
4309,176.9914364,
4310,176.5359141,
4311,176.1633229,
4312,175.8287461,
4313,175.3873691,
4314,174.645863,
4315,173.9656512,
4316,173.4080841,
4317,172.6956244,
4318,172.3099811,
4319,172.153906,
4320,171.9107936,
4321,171.5098683,
4322,171.1741747,
4323,171.0680299,
4324,171.0206549,
4325,170.7491981,
4326,170.5682811,
4327,170.3993839,
4328,170.1891115,
4329,169.8533843,
4330,169.3792456,
4331,169.3767604,
4332,169.1523231,
4333,169.0378071,
4334,168.774063,
4335,168.7897442,
4336,168.6806949,
4337,168.316903,
4338,168.1066169,
4339,167.9934963,
4340,168.0937583,
4341,168.0792727,
4342,168.0300908,
4343,167.9110132,
4344,167.6316902,
4345,167.4441064,
4346,167.5844624,
4347,167.5301624,
4348,167.4471801,
4349,167.9432236,
4350,168.6281959,
4351,169.1737662,
4352,169.9253531,
4353,170.6285938,
4354,171.4139437,
4355,172.0762001,
4356,172.7535085,
4357,173.0727499,
4358,173.1783785,
4359,172.9737965,
4360,172.6017292,
4361,171.8661679,
4362,171.650893,
4363,171.6198085,
4364,171.7976235,
4365,171.8831509,
4366,172.2040499,
4367,172.4216615,
4368,173.0574827,
4369,173.6613284,
4370,174.3159387,
4371,175.1943519,
4372,175.9410582,
4373,176.8800204,
4374,177.8252867,
4375,178.4488538,
4376,179.2771408,
4377,179.5657545,
4378,179.4694615,
4379,179.0938503,
4380,178.5716665,
4381,177.0779559,
4382,175.2945537,
4383,173.4854222,
4384,171.6570951,
4385,168.9969039,
4386,165.9160561,
4387,161.9520283,
4388,158.0974623,
4389,155.110391,
4390,152.277318,
4391,149.1461757,
4392,145.506103,
4393,141.6472691,
4394,137.8077539,
4395,134.265603,
4396,129.6254141,
4397,125.8813264,
4398,123.3759274,
4399,121.383857,
4400,119.7942172,
4401,119.022006,
4402,118.5667973,
4403,118.1765532,
4404,119.9873642,
4405,122.3917865,
4406,125.8485893,
4407,128.9343946,
4408,130.4991118,
4409,131.4060477,
4410,129.876328,
4411,129.0346071,
4412,125.4970385,
4413,127.0522279,
4414,129.4209372,
4415,133.2502467,
4416,134.1079292,
4417,134.2482203,
4418,131.2478057,
4419,126.6194576,
4420,124.1219067,
4421,119.3115243,
4422,120.3074427,
4423,123.1513633,
4424,126.7586035,
4425,129.8762949,
4426,131.5864792,
4427,128.723947,
4428,126.4831814,
4429,124.8026175,
4430,120.9455162,
4431,122.8710832,
4432,125.6699624,
4433,128.5909714,
4434,131.5100904,
4435,131.9531396,
4436,127.9833663,
4437,125.9111499,
4438,122.0388854,
4439,122.2819875,
4440,126.0145054,
4441,128.8975233,
4442,131.7199147,
4443,134.057722,
4444,132.2321604,
4445,131.4496606,
4446,129.7287382,
4447,129.4006676,
4448,133.7303717,
4449,138.4013894,
4450,142.3001851,
4451,145.7717507,
4452,143.1367072,
4453,139.8111586,
4454,136.4443151,
4455,129.9215956,
4456,132.12803,
4457,134.9215974,
4458,138.9856837,
4459,140.6951879,
4460,141.3246928,
4461,136.7734837,
4462,134.1892382,
4463,130.5667209,
4464,131.345557,
4465,135.0253467,
4466,139.8616552,
4467,144.3574577,
4468,148.1146493,
4469,144.7018086,
4470,141.7715192,
4471,139.5586639,
4472,139.018608,
4473,141.6453113,
4474,151.3311075,
4475,164.8722131,
4476,177.881172,
4477,186.775854,
4478,186.9273669,
4479,186.9683243,
4480,186.8314294,
4481,186.8925055,
4482,186.9265049,
4483,186.800756,
4484,186.8353367,
4485,186.8803508,
4486,186.6819037,
4487,186.4548134,
4488,186.2736131,
4489,186.1019272,
4490,185.9128302,
4491,185.7381839,
4492,185.7184637,
4493,185.6689697,
4494,185.5288939,
4495,185.3124339,
4496,185.047934,
4497,185.1114852,
