Second,Luminance,base line
4114,169.9206356,
4115,169.8935225,
4116,169.8943253,
4117,169.4905295,
4118,169.6729953,
4119,169.6451485,
4120,169.587539,
4121,169.4342935,
4122,169.4509333,
4123,169.5146507,
4124,169.3975912,
4125,169.0805983,
4126,169.0608102,
4127,168.8271636,
4128,168.8272449,
4129,168.482953,
4130,168.5420958,
4131,168.2299423,
4132,168.0245509,
4133,167.6259258,
4134,167.7283194,
4135,167.612024,
4136,167.4082345,
4137,167.048538,
4138,166.5760356,
4139,166.9449428,
4140,166.9464691,
4141,166.723067,
4142,166.3679395,
4143,166.4416569,
4144,166.2517624,
4145,166.1382539,
4146,166.1353748,
4147,166.3572756,
4148,166.3502692,
4149,166.3431508,
4150,165.8287673,
4151,166.6222847,
4152,166.6230984,
4153,166.8722848,
4154,167.0407388,
4155,167.5026692,
4156,167.5350215,
4157,167.0887486,
4158,167.0901031,
4159,167.3811729,
4160,167.534831,
4161,167.4221936,
4162,167.1494657,
4163,167.4580523,
4164,167.4663517,
4165,167.3494485,
4166,167.2461022,
4167,167.144208,
4168,167.6749203,
4169,167.9537622,
4170,167.9723518,
4171,168.0253428,
4172,168.5886644,
4173,169.1459795,
4174,169.2153063,
4175,169.6695426,
4176,169.6539013,
4177,170.0248235,
4178,170.3409741,
4179,170.6597259,
4180,170.6686883,
4181,170.5567151,
4182,170.5562654,
4183,170.9675594,
4184,171.2188516,
4185,171.4265891,
4186,171.4748541,
4187,171.7122401,
4188,171.7294368,
4189,171.8186727,
4190,171.5849815,
4191,171.6031189,
4192,171.707724,
4193,171.4993989,
4194,171.4924919,
4195,171.2439457,
4196,171.1317416,
4197,171.4532762,
4198,171.5050879,
4199,171.2706355,
4200,171.2705834,
4201,171.6825894,
4202,171.902191,
4203,172.0105802,
4204,172.0262177,
4205,172.424855,
4206,172.425932,
4207,172.8079015,
4208,172.9176439,
4209,173.6496287,
4210,173.9386022,
4211,174.0166734,
4212,174.0167762,
4213,174.6389025,
4214,175.0748981,
4215,175.2973104,
4216,175.1658174,
4217,175.520892,
4218,175.5205157,
4219,175.671271,
4220,175.5748225,
4221,176.071299,
4222,176.332702,
4223,176.2811317,
4224,176.2810243,
4225,176.2012598,
4226,176.6644547,
4227,176.9614462,
4228,177.05123,
4229,177.1296354,
4230,177.1242827,
4231,177.4071801,
4232,177.4829562,
4233,177.3270564,
4234,177.5856527,
4235,177.5344648,
4236,177.5354569,
4237,177.4758315,
4238,177.84194,
4239,178.1535578,
4240,178.3688696,
4241,178.5803693,
4242,178.5886349,
4243,179.0213463,
4244,179.313257,
4245,179.4198039,
4246,179.8943526,
4247,180.2360157,
4248,180.2351777,
4249,180.4061454,
4250,180.9736697,
4251,181.3406626,
4252,181.609302,
4253,181.7528997,
4254,181.6657647,
4255,182.1954909,
4256,182.5292959,
4257,182.953527,
4258,183.0042923,
4259,183.4569791,
4260,183.4569092,
4261,183.7703984,
4262,183.6330817,
4263,183.8761022,
4264,184.0097994,
4265,183.8368418,
4266,183.8364427,
4267,184.2292538,
4268,184.5062392,
4269,184.539058,
4270,184.5612689,
4271,185.0065081,
4272,185.007064,
4273,185.0563677,
4274,184.96363,
4275,185.2736973,
4276,185.4303878,
4277,185.273294,
4278,185.2730866,
4279,185.6672398,
4280,185.9194301,
4281,186.0541715,
4282,185.8924985,
4283,185.7005494,
4284,185.7041106,
4285,185.908005,
4286,185.8796998,
4287,185.5084192,
4288,186.0092238,
4289,185.7490392,
4290,185.5282322,
4291,184.9293106,
4292,184.2386975,
4293,183.2571967,
4294,182.2268834,
4295,181.7458828,
4296,181.118049,
4297,180.5233053,
4298,179.5838456,
4299,178.9310846,
4300,178.2777754,
4301,177.8238653,
4302,177.4552929,
4303,177.2279625,
4304,177.1945516,
4305,177.2501686,
4306,177.0531129,
4307,177.0699285,
4308,176.9914364,
4309,176.5359141,
4310,176.1633229,
4311,175.8287461,
4312,175.3873691,
4313,174.645863,
4314,173.9656512,
4315,173.4080841,
4316,172.6956244,
4317,172.3099811,
4318,172.153906,
4319,171.9107936,
4320,171.5098683,
4321,171.1741747,
4322,171.0680299,
4323,171.0206549,
4324,170.7491981,
4325,170.5682811,
4326,170.3993839,
4327,170.1891115,
4328,169.8533843,
4329,169.3792456,
4330,169.3767604,
4331,169.1523231,
4332,169.0378071,
4333,168.774063,
4334,168.7897442,
4335,168.6806949,
4336,168.316903,
4337,168.1066169,
4338,167.9934963,
4339,168.0937583,
4340,168.0792727,
4341,168.0300908,
4342,167.9110132,
4343,167.6316902,
4344,167.4441064,
4345,167.5844624,
4346,167.5301624,
4347,167.4471801,
4348,167.9432236,
4349,168.6281959,
4350,169.1737662,
4351,169.9253531,
4352,170.6285938,
4353,171.4139437,
4354,172.0762001,
4355,172.7535085,
4356,173.0727499,
4357,173.1783785,
4358,172.9737965,
4359,172.6017292,
4360,171.8661679,
4361,171.650893,
4362,171.6198085,
4363,171.7976235,
4364,171.8831509,
4365,172.2040499,
4366,172.4216615,
4367,173.0574827,
4368,173.6613284,
4369,174.3159387,
4370,175.1943519,
4371,175.9410582,
4372,176.8800204,
4373,177.8252867,
4374,178.4488538,
4375,179.2771408,
4376,179.5657545,
4377,179.4694615,
4378,179.0938503,
4379,178.5716665,
4380,177.0779559,
4381,175.2945537,
4382,173.4854222,
4383,171.6570951,
4384,168.9969039,
4385,165.9160561,
4386,161.9520283,
4387,158.0974623,
4388,155.110391,
4389,152.277318,
4390,149.1461757,
4391,145.506103,
4392,141.6472691,
4393,137.8077539,
4394,134.265603,
4395,129.6254141,
4396,125.8813264,
4397,123.3759274,
4398,121.383857,
4399,119.7942172,
4400,119.022006,
4401,118.5667973,
4402,118.1765532,
4403,119.9873642,
4404,122.3917865,
4405,125.8485893,
4406,128.9343946,
4407,130.4991118,
4408,131.4060477,
4409,129.876328,
4410,129.0346071,
4411,125.4970385,
4412,127.0522279,
4413,129.4209372,
4414,133.2502467,
4415,134.1079292,
4416,134.2482203,
4417,131.2478057,
4418,126.6194576,
4419,124.1219067,
4420,119.3115243,
4421,120.3074427,
4422,123.1513633,
4423,126.7586035,
4424,129.8762949,
4425,131.5864792,
4426,128.723947,
4427,126.4831814,
4428,124.8026175,
4429,120.9455162,
4430,122.8710832,
4431,125.6699624,
4432,128.5909714,
4433,131.5100904,
4434,131.9531396,
4435,127.9833663,
4436,125.9111499,
4437,122.0388854,
4438,122.2819875,
4439,126.0145054,
4440,128.8975233,
4441,131.7199147,
4442,134.057722,
4443,132.2321604,
4444,131.4496606,
4445,129.7287382,
4446,129.4006676,
4447,133.7303717,
4448,138.4013894,
4449,142.3001851,
4450,145.7717507,
4451,143.1367072,
4452,139.8111586,
4453,136.4443151,
4454,129.9215956,
4455,132.12803,
4456,134.9215974,
4457,138.9856837,
4458,140.6951879,
4459,141.3246928,
4460,136.7734837,
4461,134.1892382,
4462,130.5667209,
4463,131.345557,
4464,135.0253467,
4465,139.8616552,
4466,144.3574577,
4467,148.1146493,
4468,144.7018086,
4469,141.7715192,
4470,139.5586639,
4471,139.018608,
4472,141.6453113,
4473,151.3311075,
4474,164.8722131,
4475,177.881172,
4476,186.775854,
4477,186.9273669,
4478,186.9683243,
4479,186.8314294,
4480,186.8925055,
4481,186.9265049,
4482,186.800756,
4483,186.8353367,
4484,186.8803508,
4485,186.6819037,
4486,186.4548134,
4487,186.2736131,
4488,186.1019272,
4489,185.9128302,
4490,185.7381839,
4491,185.7184637,
4492,185.6689697,
4493,185.5288939,
4494,185.3124339,
4495,185.047934,
4496,185.1114852,
